CustomerID,CustomerName,Email,Phone,City,State,Region,Segment,SignupDate,CustomerLifetimeValue,PurchaseCount,AverageOrderValue
35,Sean Murray,lopezmichael@example.com,157043482477109,Andreaside,Nebraska,Midwest,Consumer,2025-09-02,8131.15,10,813.115
36,Susan Murray MD,tyronemoran@example.net,0014463773782639,Kendrachester,Michigan,Midwest,Corporate,2022-01-04,13376.22,7,1910.8885714285714
37,Samantha Campbell,mary97@example.org,8875558867533,Williamsfort,Virginia,Southeast,Small Business,2026-03-20,18638.94,8,2329.8675
38,William Sparks,tylerjohnson@example.net,0018514718702,South Kimberlyview,Michigan,Midwest,Small Business,2026-02-10,9049.25,9,1005.4722222222222
39,Bobby Murphy,ofinley@example.net,001478609134316117,North Markton,Maine,Northeast,Small Business,2024-08-29,10605.369999999999,6,1767.5616666666665
40,David Jenkins,georgemiller@example.com,16374923747407,South Sierrashire,Maryland,Southeast,Small Business,2023-05-03,24616.11,12,2051.3425
41,David Bruce,yvonnecastaneda@example.org,6692594406,New Julieport,Wyoming,Southeast,Consumer,2024-09-27,11455.34,8,1431.9175
42,Heather Fields,erica21@example.net,150447095214562,Alyssaview,Hawaii,Southwest,Corporate,2025-07-16,16071.79,6,2678.6316666666667
43,Karen Drake,linda71@example.org,001836785160481754,Lake Jesustown,South Carolina,Midwest,Small Business,2022-10-30,15378.91,8,1922.36375
44,Suzanne Walker,reidsteven@example.net,86192004711382,Ellenside,Nebraska,West,Consumer,2025-12-19,11467.93,11,1042.5390909090909
45,Stacey Pena,rgilbert@example.org,0018536773515850,North Stacy,New Jersey,Midwest,Consumer,2024-06-25,5996.139999999999,8,749.5174999999999
46,Mark Maddox,buchananjohn@example.org,0014312839335,Micheleberg,Florida,Southeast,Consumer,2022-01-01,6855.84,8,856.98
47,Ashley Delacruz,alexistyler@example.org,0013503240268,Weststad,North Carolina,Midwest,Corporate,2024-03-30,31502.72,12,2625.226666666667
48,Daniel Gilbert,stephen00@example.com,76187711592124,Shawnchester,Connecticut,Midwest,Consumer,2024-07-06,6304.32,8,788.04
49,Matthew Rich,russellbeasley@example.com,376361565452711,Davisstad,Florida,Southeast,Small Business,2025-07-05,13356.970000000001,5,2671.3940000000002
50,Kristina Rivera,jenkinsmorgan@example.com,00130479451983273,Dannyview,Oregon,Midwest,Consumer,2024-04-29,12186.22,9,1354.0244444444443
51,Justin Saunders,lynchdiane@example.net,3024445502296,North Julieborough,Missouri,Southwest,Corporate,2022-09-04,24181.88,6,4030.3133333333335
52,Jacob Griffith,wareeric@example.net,6145767976,West Russellport,Utah,Southwest,Consumer,2023-08-24,8150.55,7,1164.3642857142856
53,Mr. Andrew Foster,smithkevin@example.org,001724345107622683,Hensleyton,Nevada,Midwest,Consumer,2024-12-08,8917.91,9,990.8788888888889
54,Shannon Johnston,amckinney@example.com,8603529751,South Brianna,North Dakota,Southeast,Small Business,2021-08-21,13781.13,8,1722.64125
55,Nichole Walker,charlesschultz@example.net,435952312432921,Webstershire,New Hampshire,West,Small Business,2021-12-08,10985.39,8,1373.17375
56,Maria Downs,michelle52@example.com,3776449058,Hayeston,Mississippi,Midwest,Small Business,2024-12-13,21645.42,12,1803.7849999999999
57,Sean Wyatt,jford@example.net,2799359782,Port Rachelmouth,Virginia,West,Corporate,2025-09-14,31619.21,12,2634.9341666666664
58,Amanda Zimmerman,nwarren@example.org,8546665905151,Jenniferberg,Michigan,West,Corporate,2021-12-19,24151.81,11,2195.619090909091
59,Sydney Collins,tanderson@example.org,48655281685054,Staceyfort,Illinois,Midwest,Consumer,2021-12-13,13782.21,9,1531.3566666666666
60,Billy Richard,romeroamber@example.net,805792962229270,South Cheryl,Wisconsin,Southeast,Small Business,2022-09-04,26499.920000000002,14,1892.8514285714286
61,Joseph Collins,mmckee@example.com,1297974688623924,Angelaville,Virginia,Southwest,Consumer,2025-04-15,8586.16,10,858.616
62,Dominique Hines,shannon82@example.com,7375506068,Vangstad,Iowa,Northeast,Consumer,2025-10-10,12936.02,10,1293.602
63,Sara Santos,devinmitchell@example.com,0018273790104328,Johnville,Arkansas,Southeast,Small Business,2021-09-07,19829.13,13,1525.3176923076924
64,Lisa Brown,bcarlson@example.net,793324609539621,South Morganton,South Dakota,Southeast,Small Business,2022-09-26,27551.44,13,2119.341538461538
65,Paul Kelly,cooperjessica@example.net,9959205852,Port Dennis,Virginia,Southwest,Small Business,2023-06-24,28098.16,10,2809.816
66,Edward Williams,ninastewart@example.com,868874034505415,Klinefurt,Michigan,Northeast,Corporate,2025-06-05,36815.2,12,3067.933333333333
67,Jonathan Glass MD,acostachristian@example.net,9848511544,Lake Scott,New Hampshire,Southwest,Small Business,2026-05-31,22983.67,11,2089.4245454545453
68,Heather Bolton,danielle01@example.net,176578202970213,Herrington,Rhode Island,Southwest,Small Business,2021-10-03,13007.27,9,1445.2522222222224
69,Jacob Wallace,berryalyssa@example.com,543610278681447,Gonzalezberg,California,Midwest,Small Business,2022-04-24,18885.05,12,1573.7541666666666
70,Jill Miller,elizabeth18@example.net,74272583132370,Laraside,Florida,Northeast,Small Business,2023-10-21,17994.0,9,1999.3333333333333
71,Eric Key,xfox@example.com,0014124517785,South Wesley,Arkansas,Northeast,Small Business,2024-08-09,15187.46,13,1168.2661538461539
72,Elizabeth Martin,michaeleverett@example.com,3434842498,East Donna,Washington,West,Corporate,2025-09-13,24539.300000000003,9,2726.5888888888894
73,Thomas Williams,millerstacy@example.net,8396690784473,Joneston,Hawaii,Midwest,Consumer,2026-01-20,11860.710000000001,10,1186.0710000000001
74,Mr. Lawrence Edwards,jessica56@example.org,001258681537147321,Linchester,Kansas,Midwest,Corporate,2023-09-29,15410.029999999999,6,2568.338333333333
75,Robin Peck,james27@example.net,7742701687339,West Troyfort,Maine,Southeast,Corporate,2026-05-11,26943.6,7,3849.085714285714
76,Jessica Khan,kathryn50@example.com,9986358416,East Theresafurt,Mississippi,Northeast,Small Business,2024-03-24,6698.66,4,1674.665
77,Todd Fischer,carriemorales@example.org,4027578729,Franciscoport,Pennsylvania,Midwest,Small Business,2025-07-09,18481.7,10,1848.17
78,Kim Erickson,thomas05@example.com,1916494097499309,Hernandezbury,Arizona,Southeast,Small Business,2023-03-24,6119.9400000000005,6,1019.9900000000001
79,Cheryl Alexander,shernandez@example.org,489970283857865,Amyview,South Carolina,Northeast,Small Business,2024-05-29,36322.78,17,2136.6341176470587
80,Diana Evans,kellie37@example.com,25864419866524,West Sandraview,West Virginia,Midwest,Small Business,2023-12-19,2616.7400000000002,3,872.2466666666668
81,Joshua Fitzpatrick,derrick99@example.org,9083330165,North Tamara,Hawaii,West,Small Business,2023-12-10,17338.69,9,1926.521111111111
82,Sherry Woods,katelynmitchell@example.com,140169380262067,North Kennethville,Michigan,Southeast,Consumer,2023-07-31,20734.27,16,1295.891875
83,Kimberly Snyder DVM,znelson@example.org,727342054932966,Caldwellburgh,Florida,Midwest,Consumer,2022-12-19,15454.25,13,1188.7884615384614
84,Adriana Reyes,vmolina@example.com,0016904453017,Parksport,Vermont,West,Small Business,2023-12-07,19853.62,11,1804.8745454545453
85,Elizabeth Mendez,susanmendoza@example.com,00179536878339187,North Mariahaven,Illinois,Northeast,Small Business,2022-02-17,19860.739999999998,13,1527.7492307692305
86,Garrett Meyer,frazierjennifer@example.com,2879072867,Jenniferfurt,Kentucky,Midwest,Corporate,2024-05-29,27569.21,11,2506.291818181818
87,Laura Williams,isabella80@example.org,40476226567661,East Victoriafurt,North Dakota,Northeast,Consumer,2025-08-17,11272.04,6,1878.6733333333334
88,Sandy Avila,steven86@example.net,53357524310690,North Brittneymouth,Rhode Island,Midwest,Corporate,2022-03-07,28121.56,8,3515.195
89,Dana Williams,nyoung@example.org,5846395995,Lake Adriana,Nebraska,Southeast,Consumer,2024-11-26,10321.09,9,1146.7877777777778
90,Travis Hobbs,conniesimmons@example.com,8564856624,Allenbury,Maryland,Southeast,Small Business,2023-01-18,12409.779999999999,7,1772.8257142857142
91,Joel Brown,jfaulkner@example.net,3635435175,West Nicholaston,California,Northeast,Consumer,2025-10-31,10062.62,12,838.5516666666667
92,Misty Hansen,vclark@example.com,5337173936,Oscarside,Tennessee,Southwest,Consumer,2022-06-26,6206.49,6,1034.415
93,Jose Crawford,langjennifer@example.com,6558609320,Elijahmouth,Iowa,West,Consumer,2023-05-05,7960.54,6,1326.7566666666667
94,Kathryn Pena,jonathan77@example.com,2523287280,Port Adamberg,South Dakota,Southeast,Small Business,2023-06-11,10688.79,5,2137.7580000000003
95,Alexa Wagner,bruce97@example.net,80048860084840,North Alicebury,Illinois,Southwest,Small Business,2022-09-13,14117.560000000001,6,2352.9266666666667
96,Hector Norton,watsonrichard@example.net,9342101666,Lake Georgefort,Nevada,Southeast,Corporate,2024-08-23,9523.06,3,3174.353333333333
97,William Dickson,hallrachel@example.net,0014747014890,East Brendafurt,California,West,Small Business,2024-10-08,13965.49,13,1074.2684615384615
98,Lacey Atkinson,patrick21@example.net,00125061631599965,Henrystad,Oklahoma,Southwest,Consumer,2023-01-15,18609.35,16,1163.084375
99,Michael Guerrero,bartonkenneth@example.org,0012116426265511,Wardview,Connecticut,West,Small Business,2026-04-02,8017.08,5,1603.416
100,Jerry Peters,fgarcia@example.com,18193956046,New Adriana,Utah,Southeast,Small Business,2022-03-17,9867.22,8,1233.4025
101,Eric Snyder,jacksonjoshua@example.com,21584379937124,Meaganfurt,Michigan,Midwest,Corporate,2023-06-13,32855.76,14,2346.84
102,Rodney Curtis,kevinmorrison@example.net,5757265479,Ramirezfurt,Mississippi,Midwest,Corporate,2023-09-30,27018.55,9,3002.061111111111
103,Leslie Gardner,bentonsteven@example.net,6744167243,Mccormickland,New Hampshire,West,Corporate,2022-02-11,15141.309999999998,5,3028.2619999999997
104,James Hunter,ystephens@example.com,0017898113529096,North Coreybury,North Carolina,Northeast,Consumer,2026-07-02,8507.45,7,1215.3500000000001
105,Melissa Walker,peter98@example.org,9075146112545,Baileyville,New Hampshire,Southeast,Consumer,2025-04-12,17113.95,12,1426.1625000000001
106,Austin Williams,johnsonmatthew@example.org,1423882825867362,Johnsonborough,New Hampshire,Midwest,Consumer,2025-02-26,5827.2699999999995,7,832.4671428571428
107,Michael Harris,raylauren@example.net,7558371478,Matthewsstad,Minnesota,West,Small Business,2024-07-03,9088.13,6,1514.6883333333333
108,Robin Mccarthy,samantha91@example.net,8518341252,New Patrick,Idaho,Southeast,Small Business,2025-10-09,17911.24,10,1791.1240000000003
109,Tamara Arias,angelaburns@example.org,5578905072,Ortizfort,Nebraska,Southeast,Consumer,2023-12-24,9669.28,5,1933.8560000000002
110,Christopher Cunningham,kellyhill@example.net,22799788191485,South Curtis,Tennessee,Northeast,Small Business,2025-02-04,30901.6,15,2060.1066666666666
111,Zachary Cole,michelle17@example.org,001733695962923309,West Tiffany,Maine,Northeast,Consumer,2025-04-20,11348.77,8,1418.59625
112,Scott Duke,taylorkaren@example.com,9424232536,Courtneyfurt,New Hampshire,Northeast,Consumer,2022-12-28,12999.9,10,1299.99
113,Patricia Powell,heather57@example.com,790617518636374,Amyberg,Oregon,Midwest,Consumer,2021-12-02,17594.28,13,1353.4061538461538
114,Stephanie Farmer,garciakristen@example.com,6124770632,Clarencestad,Kentucky,West,Consumer,2025-10-22,10165.93,10,1016.5930000000001
115,Mariah Williams,jessica36@example.net,9102371293,Lake Matthewville,Nevada,Midwest,Small Business,2021-12-15,6169.75,5,1233.95
116,Darryl Davis,garciamichael@example.com,4629218909,Jenniferberg,Nebraska,Southwest,Consumer,2025-01-05,20771.2,12,1730.9333333333334
117,Daniel Mosley,karenlawrence@example.com,6652234138999,Jamiehaven,Illinois,West,Consumer,2024-08-16,13508.880000000001,9,1500.9866666666667
118,Anthony Hurst,troyrodriguez@example.com,149198055269658,North Brendatown,Kentucky,West,Small Business,2025-04-14,7045.84,5,1409.1680000000001
119,Tiffany Sanders,courtney86@example.com,0015614889241418,Peterland,Maryland,Southwest,Consumer,2022-08-16,12230.71,9,1358.9677777777777
120,Sarah Brown,middletondarren@example.net,16044210202758,Davidview,Washington,Southwest,Corporate,2025-01-14,27700.43,11,2518.220909090909
121,Alyssa Roman,alexandria49@example.net,7774850792,Kerrishire,Utah,Southeast,Consumer,2025-12-23,19143.95,13,1472.6115384615384
122,Jordan Williams,sanchezthomas@example.com,7206863536,New Nathanhaven,Utah,Northeast,Small Business,2025-02-27,19530.39,11,1775.49
123,Robert Jarvis,djones@example.com,001945718705349493,Cuevasborough,Washington,Southwest,Corporate,2026-01-20,11552.470000000001,6,1925.4116666666669
124,Danielle Smith,ijohnson@example.com,140560641383670,North Samanthahaven,Nebraska,Southwest,Corporate,2026-01-18,24445.75,7,3492.25
125,William Miller,wagnerdana@example.com,7998062344,Louisview,Iowa,Southwest,Small Business,2025-01-18,17986.69,8,2248.33625
126,Richard Richards,danielcole@example.com,218553747411249,Eddiebury,Minnesota,Northeast,Small Business,2021-12-01,20278.32,11,1843.4836363636364
127,Edwin Wilkins,anthonysullivan@example.com,12835171210,East Madison,Mississippi,Northeast,Consumer,2023-07-11,9581.98,6,1596.9966666666667
128,Angela Willis,johnsoncaleb@example.net,9212510702966,Vegaburgh,Minnesota,Southwest,Small Business,2024-12-22,29976.14,16,1873.50875
129,Douglas Stephenson,mendezchristina@example.net,57628701462638,Caseystad,New Mexico,Midwest,Consumer,2022-08-14,7361.54,7,1051.6485714285714
130,Dr. Jonathan Price,anthonyharper@example.org,001240578593213348,Kellyburgh,Idaho,Southeast,Consumer,2024-04-07,12198.21,13,938.323846153846
131,Oscar Howard,warnermichael@example.net,0012293378427,East Carolyntown,North Dakota,Southeast,Small Business,2022-09-23,15891.41,8,1986.42625
132,Lucas Drake,jennifer50@example.org,3927185156,Marcusburgh,Washington,Southwest,Consumer,2023-12-08,7717.89,7,1102.5557142857144
133,Toni Banks,jasminehoffman@example.net,2394264422096,Samanthabury,South Dakota,Southwest,Consumer,2026-04-16,6181.42,6,1030.2366666666667
134,Brenda Mcgee,michaelflores@example.net,6573043315,North Paulchester,Hawaii,Midwest,Corporate,2024-05-16,47783.52,13,3675.6553846153843
135,James Payne Jr.,kkramer@example.net,001832471040541152,New Shellyland,Michigan,Southeast,Consumer,2025-12-20,2961.57,4,740.3925
136,Karen Johnson,catherinehamilton@example.org,6535368844,North Philipside,New York,Southwest,Small Business,2024-07-07,19773.44,12,1647.7866666666666
137,Jeffrey Phillips,bgonzalez@example.org,6413714677,Lopezfurt,Mississippi,Northeast,Consumer,2022-04-24,12846.27,11,1167.8427272727274
138,Jeremiah Baker,anne21@example.org,1558969380686879,Christianton,North Carolina,West,Consumer,2022-06-23,9604.0,10,960.4
139,Laura Mcgrath,davidtodd@example.org,4336206163,Reneeland,Colorado,Northeast,Consumer,2024-05-26,9947.560000000001,8,1243.4450000000002
140,Gabriel Hill,astark@example.net,13983616229991,Mikaylastad,Nebraska,Southeast,Corporate,2023-06-27,12912.980000000001,5,2582.5960000000005
141,Laura Kennedy,joshuathomas@example.net,1660965307450544,Port Jeremyport,West Virginia,Southwest,Corporate,2022-11-12,26449.92,10,2644.9919999999997
142,Debra Butler,lopezjason@example.com,00127845082148628,Port James,Arkansas,Southeast,Corporate,2023-10-05,27968.49,9,3107.61
143,Thomas Bush,micheal78@example.com,171043579727985,Kaitlynland,Maine,Northeast,Consumer,2022-10-16,5316.55,7,759.5071428571429
144,Scott Chan,mercedesholland@example.net,2465800722,Charleneport,Virginia,Southwest,Consumer,2021-09-06,12245.36,13,941.9507692307693
145,Jessica Bennett,stephen37@example.com,1389969108589944,West Vanessamouth,Louisiana,Southwest,Corporate,2026-05-19,10419.94,6,1736.6566666666668
146,Stephanie Evans,zacharyallen@example.org,15657207446660,Lake Amanda,New Mexico,Southwest,Corporate,2022-11-07,23361.190000000002,6,3893.531666666667
147,Katie Bruce,kellyruiz@example.net,6826513534655,Yorkfort,Arkansas,Southwest,Small Business,2026-01-29,16839.33,6,2806.5550000000003
148,Terry Jones,vincentdillon@example.com,346902235697252,Crystalburgh,Massachusetts,West,Small Business,2025-11-16,7394.780000000001,8,924.3475000000001
149,Donald Juarez,barbaramoore@example.org,2965666760,Stephaniemouth,Wisconsin,Southwest,Consumer,2024-09-19,4880.73,10,488.073
150,Michael Sims,jeremywiley@example.com,6166894210,Lunahaven,Michigan,Southeast,Corporate,2025-09-17,14453.76,8,1806.72
151,Brandi Ferrell,mhoward@example.org,80363230982150,New Virginiaville,Tennessee,Southeast,Consumer,2023-09-18,6284.5599999999995,5,1256.9119999999998
152,Brian Wallace,kelleythomas@example.org,4048618499,New Jenniferville,Maine,West,Small Business,2025-09-22,17009.84,11,1546.3490909090908
153,Craig Gonzalez,marie35@example.net,942408737530011,Port Williamville,Kentucky,West,Consumer,2022-02-11,16606.66,10,1660.666
154,William Baker,garciagregg@example.org,65536110022557,Lisaburgh,Delaware,Midwest,Consumer,2024-10-07,17231.66,14,1230.8328571428572
155,Denise Cruz,pmarsh@example.org,9204216979,Maxwelltown,Utah,Northeast,Small Business,2023-07-20,30602.77,17,1800.1629411764707
156,Stephanie Webb,arodriguez@example.com,7143508993,Stanleybury,New Mexico,Southwest,Small Business,2025-12-11,17405.54,11,1582.3218181818183
157,Janice Combs,smithsarah@example.net,87281753540838,North Stephen,Oregon,West,Consumer,2023-04-10,11957.78,8,1494.7225
158,Jillian Wilson,bmcgee@example.org,96078801994883,Marciabury,New Jersey,Northeast,Small Business,2023-10-14,10131.18,8,1266.3975
159,Lindsay Moran,jennifer11@example.net,2054548851,Taylorchester,Connecticut,Northeast,Consumer,2023-03-16,7015.860000000001,6,1169.3100000000002
160,Bryan Phelps,stephenharrington@example.net,216809177982708,Glassburgh,Vermont,Northeast,Small Business,2022-10-25,17120.9,11,1556.4454545454546
161,Betty Hughes,william66@example.net,0016347654722698,East Jason,Virginia,Northeast,Small Business,2024-06-09,20243.82,7,2891.9742857142855
162,Michael Zavala,williambenson@example.com,0013152879968460,Thomaston,Illinois,Southeast,Corporate,2022-12-30,42593.64,14,3042.402857142857
163,Victoria Vega,maryvaughn@example.com,8805571983,Heatherton,Missouri,Northeast,Small Business,2022-11-17,44965.54,19,2366.607368421053
164,Vanessa Edwards,smithjohn@example.net,001473359893347212,Williamsview,Oklahoma,Southeast,Small Business,2023-06-26,23947.18,10,2394.718
165,Ryan Smith,jmckinney@example.org,7593094798,Aliciaburgh,North Dakota,West,Consumer,2022-11-12,10679.27,9,1186.5855555555556
166,Jennifer Herrera,baileynicole@example.net,555243987801573,Patrickville,Missouri,West,Consumer,2021-11-19,11690.91,9,1298.99
167,Allison Black,willie87@example.com,2433581128,Lake Crystal,Indiana,Southwest,Small Business,2022-10-29,21068.65,11,1915.3318181818183
168,Brian Medina,elucas@example.net,1520675011024819,Hughesfurt,Nevada,West,Small Business,2025-11-14,10017.710000000001,10,1001.7710000000001
169,Bryan Smith,avilabrenda@example.net,9588144914,Shorttown,New Mexico,West,Corporate,2023-02-16,10636.16,7,1519.4514285714286
170,Paul Robles,susan24@example.net,00135068821009968,Lake Judith,Washington,Midwest,Consumer,2022-04-29,11366.439999999999,8,1420.8049999999998
171,Matthew Hunt,jackjensen@example.com,6123908781,Coreyshire,New York,Midwest,Consumer,2023-04-07,9998.77,9,1110.9744444444445
172,Michael Young,christine35@example.com,2597492995562,Port Jeffrey,West Virginia,Midwest,Corporate,2026-04-21,19283.87,13,1483.3746153846153
173,Ian Frazier,natalie77@example.com,001347281291428341,Port Bonniefurt,Wyoming,Southeast,Small Business,2024-09-30,25365.989999999998,11,2305.9990909090907
174,Kristen Stephens,jvaldez@example.com,53944278816580,South Erik,Oregon,Midwest,Corporate,2024-06-29,22727.37,9,2525.2633333333333
175,Tracy Fitzgerald,ccrosby@example.org,001273214530385677,Dakotahaven,South Dakota,Midwest,Consumer,2026-04-16,12233.4,9,1359.2666666666667
176,Deborah Stephens,nicholasgray@example.net,121844638655779,Martinland,North Carolina,Northeast,Corporate,2025-09-10,12650.2,5,2530.04
177,Cody Cox,guerrerorobert@example.com,00141747739260302,New Dylanburgh,Kentucky,West,Small Business,2024-10-05,30447.35,13,2342.103846153846
178,Jennifer Costa,johnsjessica@example.com,4374977236,Garymouth,New Jersey,Northeast,Consumer,2026-02-27,10046.85,10,1004.6850000000001
179,James Anderson,harrismichele@example.net,1962491279908811,Port Erikachester,North Dakota,West,Consumer,2024-07-11,7147.47,9,794.1633333333334
180,Melissa Patterson,yclarke@example.com,0016918624731,Jacobtown,Oregon,West,Corporate,2023-08-25,32483.86,10,3248.386
181,Jaime Harris,robert12@example.com,199444869594636,Angiefort,Kentucky,Southeast,Corporate,2024-02-27,18616.42,6,3102.736666666666
182,Patricia Sanders,melissahopkins@example.net,2724138658,Oconnelltown,Colorado,Northeast,Consumer,2026-06-28,7218.6,6,1203.1000000000001
183,Kyle Davis,jeffrey19@example.org,00166659849027703,Port Carolhaven,Vermont,Midwest,Corporate,2025-08-30,22414.79,10,2241.4790000000003
184,Andrew Allen,cantrellchristopher@example.com,001765766938011848,Jeremyborough,New Jersey,Southeast,Corporate,2022-09-14,31149.68,10,3114.968
185,Debbie Russell,hansenwesley@example.com,9845894769,Susanmouth,Utah,West,Small Business,2026-03-12,31264.449999999997,11,2842.222727272727
186,Alyssa Wilson,reyeskristina@example.org,1335465880434165,Edwardsborough,Oregon,Midwest,Small Business,2023-11-06,14392.380000000001,6,2398.73
187,Melanie Browning,pmclaughlin@example.net,3433333952,Lake Stephaniefort,South Carolina,West,Consumer,2022-11-21,6199.8099999999995,6,1033.3016666666665
188,Tina Charles,christine79@example.com,22874639208678,Daltonburgh,New Jersey,West,Corporate,2021-07-30,31335.25,9,3481.6944444444443
189,Julia Norris,craignicolas@example.org,959842843479552,South Jaclyn,Mississippi,Northeast,Consumer,2026-06-06,10499.43,11,954.4936363636364
190,Jerry Duncan,lisale@example.org,18669322702,Port Crystal,Ohio,Midwest,Consumer,2023-05-15,13843.52,11,1258.5018181818182
191,Elizabeth Hart,rosshannah@example.org,6477175455,South Davidborough,Oregon,Northeast,Small Business,2025-02-23,13772.949999999999,6,2295.4916666666663
192,Carrie Deleon,mark87@example.net,8163947225699,East Matthewmouth,Massachusetts,West,Consumer,2024-06-04,9525.67,7,1360.81
193,Lisa Foster,xnorman@example.net,0016873622023,East Randy,Connecticut,Midwest,Corporate,2024-10-23,7304.75,6,1217.4583333333333
194,Kimberly Johnson,fwarren@example.org,4922164334722,Lake Michaelmouth,New Mexico,West,Consumer,2021-11-11,6489.04,5,1297.808
195,Taylor Dunn,tarawolfe@example.org,0019975968845,South Kylechester,Kentucky,Midwest,Consumer,2023-11-18,13961.87,11,1269.260909090909
196,Joseph Chang,mauriceharrison@example.org,0015778406493085,Fosterburgh,Virginia,Midwest,Small Business,2022-04-28,8904.55,5,1780.9099999999999
197,James Baker,hgarrett@example.net,0019449846312241,Jackiefort,Illinois,Southwest,Corporate,2025-03-25,26987.38,11,2453.398181818182
